tanggal,keterangan,nama_variant,demand,is_holiday,year_month,is_ramadan,is_weekend
2023-01-04,SHIFT3 - AKHIR,Coklat,44,0,2023-01,0,0
2023-01-04,SHIFT3 - AKHIR,Moca,16,0,2023-01,0,0
2023-01-04,SHIFT3 - AKHIR,Original (Putih),30,0,2023-01,0,0
2023-01-04,SHIFT3 - AKHIR,Strawberry,49,0,2023-01,0,0
2023-01-04,SHIFT3 - AWAL,Coklat,9,0,2023-01,0,0
2023-01-04,SHIFT3 - AWAL,Moca,3,0,2023-01,0,0
2023-01-04,SHIFT3 - AWAL,Original (Putih),1,0,2023-01,0,0
2023-01-04,SHIFT3 - AWAL,Strawberry,5,0,2023-01,0,0
2023-01-04,SHIFTPUTIH - AKHIR,Coklat,173,0,2023-01,0,0
2023-01-04,SHIFTPUTIH - AKHIR,Moca,74,0,2023-01,0,0
2023-01-04,SHIFTPUTIH - AKHIR,Original (Putih),111,0,2023-01,0,0
2023-01-04,SHIFTPUTIH - AKHIR,Strawberry,149,0,2023-01,0,0
2023-01-04,SHIFTPUTIH - AWAL,Coklat,278,0,2023-01,0,0
2023-01-04,SHIFTPUTIH - AWAL,Moca,95,0,2023-01,0,0
2023-01-04,SHIFTPUTIH - AWAL,Original (Putih),106,0,2023-01,0,0
2023-01-04,SHIFTPUTIH - AWAL,Strawberry,52,0,2023-01,0,0
2023-01-05,SHIFT1 - AKHIR,Coklat,492,0,2023-01,0,0
2023-01-05,SHIFT1 - AKHIR,Moca,196,0,2023-01,0,0
2023-01-05,SHIFT1 - AKHIR,Original (Putih),147,0,2023-01,0,0
2023-01-05,SHIFT1 - AKHIR,Strawberry,178,0,2023-01,0,0
2023-01-05,SHIFT1 - AWAL,Coklat,479,0,2023-01,0,0
2023-01-05,SHIFT1 - AWAL,Moca,200,0,2023-01,0,0
2023-01-05,SHIFT1 - AWAL,Original (Putih),186,0,2023-01,0,0
2023-01-05,SHIFT1 - AWAL,Strawberry,103,0,2023-01,0,0
2023-01-05,SHIFT2 - AKHIR,Coklat,63,0,2023-01,0,0
2023-01-05,SHIFT2 - AKHIR,Moca,52,0,2023-01,0,0
2023-01-05,SHIFT2 - AKHIR,Original (Putih),28,0,2023-01,0,0
2023-01-05,SHIFT2 - AKHIR,Strawberry,9,0,2023-01,0,0
2023-01-05,SHIFT2 - AWAL,Coklat,20,0,2023-01,0,0
2023-01-05,SHIFT2 - AWAL,Moca,6,0,2023-01,0,0
2023-01-05,SHIFT2 - AWAL,Original (Putih),13,0,2023-01,0,0
2023-01-05,SHIFT2 - AWAL,Strawberry,1,0,2023-01,0,0
2023-01-05,SHIFT3 - AKHIR,Coklat,36,0,2023-01,0,0
2023-01-05,SHIFT3 - AKHIR,Moca,16,0,2023-01,0,0
2023-01-05,SHIFT3 - AKHIR,Original (Putih),20,0,2023-01,0,0
2023-01-05,SHIFT3 - AKHIR,Strawberry,40,0,2023-01,0,0
2023-01-05,SHIFT3 - AWAL,Coklat,3,0,2023-01,0,0
2023-01-05,SHIFT3 - AWAL,Moca,5,0,2023-01,0,0
2023-01-05,SHIFT3 - AWAL,Original (Putih),2,0,2023-01,0,0
2023-01-05,SHIFT3 - AWAL,Strawberry,7,0,2023-01,0,0
2023-01-05,SHIFTPUTIH - AKHIR,Coklat,189,0,2023-01,0,0
2023-01-05,SHIFTPUTIH - AKHIR,Moca,84,0,2023-01,0,0
2023-01-05,SHIFTPUTIH - AKHIR,Original (Putih),99,0,2023-01,0,0
2023-01-05,SHIFTPUTIH - AKHIR,Strawberry,139,0,2023-01,0,0
2023-01-05,SHIFTPUTIH - AWAL,Coklat,277,0,2023-01,0,0
2023-01-05,SHIFTPUTIH - AWAL,Moca,139,0,2023-01,0,0
2023-01-05,SHIFTPUTIH - AWAL,Original (Putih),77,0,2023-01,0,0
2023-01-05,SHIFTPUTIH - AWAL,Strawberry,28,0,2023-01,0,0
2023-01-06,SHIFT1 - AKHIR,Coklat,538,0,2023-01,0,0
2023-01-06,SHIFT1 - AKHIR,Moca,114,0,2023-01,0,0
2023-01-06,SHIFT1 - AKHIR,Original (Putih),107,0,2023-01,0,0
2023-01-06,SHIFT1 - AKHIR,Strawberry,227,0,2023-01,0,0
2023-01-06,SHIFT1 - AWAL,Coklat,527,0,2023-01,0,0
2023-01-06,SHIFT1 - AWAL,Moca,231,0,2023-01,0,0
2023-01-06,SHIFT1 - AWAL,Original (Putih),114,0,2023-01,0,0
2023-01-06,SHIFT1 - AWAL,Strawberry,103,0,2023-01,0,0
2023-01-06,SHIFT2 - AKHIR,Coklat,60,0,2023-01,0,0
2023-01-06,SHIFT2 - AKHIR,Moca,41,0,2023-01,0,0
2023-01-06,SHIFT2 - AKHIR,Original (Putih),21,0,2023-01,0,0
2023-01-06,SHIFT2 - AKHIR,Strawberry,7,0,2023-01,0,0
2023-01-06,SHIFT2 - AWAL,Coklat,21,0,2023-01,0,0
2023-01-06,SHIFT2 - AWAL,Moca,12,0,2023-01,0,0
2023-01-06,SHIFT2 - AWAL,Original (Putih),14,0,2023-01,0,0
2023-01-06,SHIFT2 - AWAL,Strawberry,4,0,2023-01,0,0
2023-01-06,SHIFT3 - AKHIR,Coklat,44,0,2023-01,0,0
2023-01-06,SHIFT3 - AKHIR,Moca,10,0,2023-01,0,0
2023-01-06,SHIFT3 - AKHIR,Original (Putih),21,0,2023-01,0,0
2023-01-06,SHIFT3 - AKHIR,Strawberry,30,0,2023-01,0,0
2023-01-06,SHIFT3 - AWAL,Coklat,9,0,2023-01,0,0
2023-01-06,SHIFT3 - AWAL,Moca,0,0,2023-01,0,0
2023-01-06,SHIFT3 - AWAL,Original (Putih),0,0,2023-01,0,0
2023-01-06,SHIFT3 - AWAL,Strawberry,13,0,2023-01,0,0
2023-01-06,SHIFTPUTIH - AKHIR,Coklat,170,0,2023-01,0,0
2023-01-06,SHIFTPUTIH - AKHIR,Moca,70,0,2023-01,0,0
2023-01-06,SHIFTPUTIH - AKHIR,Original (Putih),97,0,2023-01,0,0
2023-01-06,SHIFTPUTIH - AKHIR,Strawberry,167,0,2023-01,0,0
2023-01-06,SHIFTPUTIH - AWAL,Coklat,313,0,2023-01,0,0
2023-01-06,SHIFTPUTIH - AWAL,Moca,80,0,2023-01,0,0
2023-01-06,SHIFTPUTIH - AWAL,Original (Putih),45,0,2023-01,0,0
2023-01-06,SHIFTPUTIH - AWAL,Strawberry,53,0,2023-01,0,0
2023-01-07,SHIFT1 - AKHIR,Coklat,353,0,2023-01,0,1
2023-01-07,SHIFT1 - AKHIR,Moca,150,0,2023-01,0,1
2023-01-07,SHIFT1 - AKHIR,Original (Putih),37,0,2023-01,0,1
2023-01-07,SHIFT1 - AKHIR,Strawberry,125,0,2023-01,0,1
2023-01-07,SHIFT1 - AWAL,Coklat,389,0,2023-01,0,1
2023-01-07,SHIFT1 - AWAL,Moca,134,0,2023-01,0,1
2023-01-07,SHIFT1 - AWAL,Original (Putih),55,0,2023-01,0,1
2023-01-07,SHIFT1 - AWAL,Strawberry,77,0,2023-01,0,1
2023-01-07,SHIFT2 - AKHIR,Coklat,81,0,2023-01,0,1
2023-01-07,SHIFT2 - AKHIR,Moca,6,0,2023-01,0,1
2023-01-07,SHIFT2 - AKHIR,Original (Putih),5,0,2023-01,0,1
2023-01-07,SHIFT2 - AKHIR,Strawberry,44,0,2023-01,0,1
2023-01-07,SHIFT2 - AWAL,Coklat,19,0,2023-01,0,1
2023-01-07,SHIFT2 - AWAL,Moca,11,0,2023-01,0,1
2023-01-07,SHIFT2 - AWAL,Original (Putih),0,0,2023-01,0,1
2023-01-07,SHIFT2 - AWAL,Strawberry,6,0,2023-01,0,1
2023-01-07,SHIFT3 - AKHIR,Coklat,33,0,2023-01,0,1
2023-01-07,SHIFT3 - AKHIR,Moca,3,0,2023-01,0,1
2023-01-07,SHIFT3 - AKHIR,Original (Putih),8,0,2023-01,0,1
2023-01-07,SHIFT3 - AKHIR,Strawberry,14,0,2023-01,0,1
2023-01-07,SHIFT3 - AWAL,Coklat,38,0,2023-01,0,1
2023-01-07,SHIFT3 - AWAL,Moca,6,0,2023-01,0,1
2023-01-07,SHIFT3 - AWAL,Original (Putih),0,0,2023-01,0,1
2023-01-07,SHIFT3 - AWAL,Strawberry,5,0,2023-01,0,1
2023-01-07,SHIFTPUTIH - AKHIR,Coklat,259,0,2023-01,0,1
2023-01-07,SHIFTPUTIH - AKHIR,Moca,80,0,2023-01,0,1
2023-01-07,SHIFTPUTIH - AKHIR,Original (Putih),71,0,2023-01,0,1
2023-01-07,SHIFTPUTIH - AKHIR,Strawberry,65,0,2023-01,0,1
2023-01-07,SHIFTPUTIH - AWAL,Coklat,142,0,2023-01,0,1
2023-01-07,SHIFTPUTIH - AWAL,Moca,43,0,2023-01,0,1
2023-01-07,SHIFTPUTIH - AWAL,Original (Putih),40,0,2023-01,0,1
2023-01-07,SHIFTPUTIH - AWAL,Strawberry,65,0,2023-01,0,1
2023-01-08,SHIFT1 - AKHIR,Coklat,149,0,2023-01,0,1
2023-01-08,SHIFT1 - AKHIR,Moca,90,0,2023-01,0,1
2023-01-08,SHIFT1 - AKHIR,Original (Putih),94,0,2023-01,0,1
2023-01-08,SHIFT1 - AKHIR,Strawberry,34,0,2023-01,0,1
2023-01-08,SHIFT1 - AWAL,Coklat,212,0,2023-01,0,1
2023-01-08,SHIFT1 - AWAL,Moca,68,0,2023-01,0,1
2023-01-08,SHIFT1 - AWAL,Original (Putih),15,0,2023-01,0,1
2023-01-08,SHIFT1 - AWAL,Strawberry,50,0,2023-01,0,1
2023-01-08,SHIFT2 - AKHIR,Coklat,74,0,2023-01,0,1
2023-01-08,SHIFT2 - AKHIR,Moca,27,0,2023-01,0,1
2023-01-08,SHIFT2 - AKHIR,Original (Putih),0,0,2023-01,0,1
2023-01-08,SHIFT2 - AKHIR,Strawberry,27,0,2023-01,0,1
2023-01-08,SHIFT2 - AWAL,Coklat,9,0,2023-01,0,1
2023-01-08,SHIFT2 - AWAL,Moca,2,0,2023-01,0,1
2023-01-08,SHIFT2 - AWAL,Original (Putih),4,0,2023-01,0,1
2023-01-08,SHIFT2 - AWAL,Strawberry,3,0,2023-01,0,1
2023-01-08,SHIFT3 - AKHIR,Coklat,46,0,2023-01,0,1
2023-01-08,SHIFT3 - AKHIR,Moca,8,0,2023-01,0,1
2023-01-08,SHIFT3 - AKHIR,Original (Putih),4,0,2023-01,0,1
2023-01-08,SHIFT3 - AKHIR,Strawberry,16,0,2023-01,0,1
2023-01-08,SHIFT3 - AWAL,Coklat,15,0,2023-01,0,1
2023-01-08,SHIFT3 - AWAL,Moca,3,0,2023-01,0,1
2023-01-08,SHIFT3 - AWAL,Original (Putih),0,0,2023-01,0,1
2023-01-08,SHIFT3 - AWAL,Strawberry,6,0,2023-01,0,1
2023-01-08,SHIFTPUTIH - AKHIR,Coklat,158,0,2023-01,0,1
2023-01-08,SHIFTPUTIH - AKHIR,Moca,42,0,2023-01,0,1
2023-01-08,SHIFTPUTIH - AKHIR,Original (Putih),6,0,2023-01,0,1
2023-01-08,SHIFTPUTIH - AKHIR,Strawberry,71,0,2023-01,0,1
2023-01-08,SHIFTPUTIH - AWAL,Coklat,6,0,2023-01,0,1
2023-01-08,SHIFTPUTIH - AWAL,Moca,3,0,2023-01,0,1
2023-01-08,SHIFTPUTIH - AWAL,Original (Putih),1,0,2023-01,0,1
2023-01-08,SHIFTPUTIH - AWAL,Strawberry,1,0,2023-01,0,1
2023-01-09,SHIFT1 - AKHIR,Coklat,437,0,2023-01,0,0
2023-01-09,SHIFT1 - AKHIR,Moca,221,0,2023-01,0,0
2023-01-09,SHIFT1 - AKHIR,Original (Putih),132,0,2023-01,0,0
2023-01-09,SHIFT1 - AKHIR,Strawberry,280,0,2023-01,0,0
2023-01-09,SHIFT1 - AWAL,Coklat,502,0,2023-01,0,0
2023-01-09,SHIFT1 - AWAL,Moca,179,0,2023-01,0,0
2023-01-09,SHIFT1 - AWAL,Original (Putih),153,0,2023-01,0,0
2023-01-09,SHIFT1 - AWAL,Strawberry,172,0,2023-01,0,0
2023-01-09,SHIFT2 - AKHIR,Coklat,50,0,2023-01,0,0
2023-01-09,SHIFT2 - AKHIR,Moca,18,0,2023-01,0,0
2023-01-09,SHIFT2 - AKHIR,Original (Putih),5,0,2023-01,0,0
2023-01-09,SHIFT2 - AKHIR,Strawberry,31,0,2023-01,0,0
2023-01-09,SHIFT2 - AWAL,Coklat,14,0,2023-01,0,0
2023-01-09,SHIFT2 - AWAL,Moca,3,0,2023-01,0,0
2023-01-09,SHIFT2 - AWAL,Original (Putih),7,0,2023-01,0,0
2023-01-09,SHIFT2 - AWAL,Strawberry,8,0,2023-01,0,0
2023-01-09,SHIFT3 - AKHIR,Coklat,54,0,2023-01,0,0
2023-01-09,SHIFT3 - AKHIR,Moca,25,0,2023-01,0,0
2023-01-09,SHIFT3 - AKHIR,Original (Putih),15,0,2023-01,0,0
2023-01-09,SHIFT3 - AKHIR,Strawberry,22,0,2023-01,0,0
2023-01-09,SHIFT3 - AWAL,Coklat,11,0,2023-01,0,0
2023-01-09,SHIFT3 - AWAL,Moca,3,0,2023-01,0,0
2023-01-09,SHIFT3 - AWAL,Original (Putih),2,0,2023-01,0,0
2023-01-09,SHIFT3 - AWAL,Strawberry,8,0,2023-01,0,0
2023-01-09,SHIFTPUTIH - AKHIR,Coklat,18,0,2023-01,0,0
2023-01-09,SHIFTPUTIH - AKHIR,Moca,4,0,2023-01,0,0
2023-01-09,SHIFTPUTIH - AKHIR,Original (Putih),5,0,2023-01,0,0
2023-01-09,SHIFTPUTIH - AKHIR,Strawberry,8,0,2023-01,0,0
2023-01-09,SHIFTPUTIH - AWAL,Coklat,259,0,2023-01,0,0
2023-01-09,SHIFTPUTIH - AWAL,Moca,129,0,2023-01,0,0
2023-01-09,SHIFTPUTIH - AWAL,Original (Putih),50,0,2023-01,0,0
2023-01-09,SHIFTPUTIH - AWAL,Strawberry,58,0,2023-01,0,0
2023-01-10,SHIFT1 - AKHIR,Coklat,446,0,2023-01,0,0
2023-01-10,SHIFT1 - AKHIR,Moca,183,0,2023-01,0,0
2023-01-10,SHIFT1 - AKHIR,Original (Putih),169,0,2023-01,0,0
2023-01-10,SHIFT1 - AKHIR,Strawberry,231,0,2023-01,0,0
2023-01-10,SHIFT1 - AWAL,Coklat,494,0,2023-01,0,0
2023-01-10,SHIFT1 - AWAL,Moca,259,0,2023-01,0,0
2023-01-10,SHIFT1 - AWAL,Original (Putih),141,0,2023-01,0,0
2023-01-10,SHIFT1 - AWAL,Strawberry,126,0,2023-01,0,0
2023-01-10,SHIFT2 - AKHIR,Coklat,80,0,2023-01,0,0
2023-01-10,SHIFT2 - AKHIR,Moca,47,0,2023-01,0,0
2023-01-10,SHIFT2 - AKHIR,Original (Putih),17,0,2023-01,0,0
2023-01-10,SHIFT2 - AKHIR,Strawberry,26,0,2023-01,0,0
2023-01-10,SHIFT2 - AWAL,Coklat,26,0,2023-01,0,0
2023-01-10,SHIFT2 - AWAL,Moca,3,0,2023-01,0,0
2023-01-10,SHIFT2 - AWAL,Original (Putih),2,0,2023-01,0,0
2023-01-10,SHIFT2 - AWAL,Strawberry,7,0,2023-01,0,0
2023-01-10,SHIFT3 - AKHIR,Coklat,48,0,2023-01,0,0
2023-01-10,SHIFT3 - AKHIR,Moca,22,0,2023-01,0,0
2023-01-10,SHIFT3 - AKHIR,Original (Putih),28,0,2023-01,0,0
2023-01-10,SHIFT3 - AKHIR,Strawberry,22,0,2023-01,0,0
2023-01-10,SHIFT3 - AWAL,Coklat,5,0,2023-01,0,0
2023-01-10,SHIFT3 - AWAL,Moca,7,0,2023-01,0,0
2023-01-10,SHIFT3 - AWAL,Original (Putih),5,0,2023-01,0,0
2023-01-10,SHIFT3 - AWAL,Strawberry,7,0,2023-01,0,0
2023-01-10,SHIFTPUTIH - AKHIR,Coklat,178,0,2023-01,0,0
2023-01-10,SHIFTPUTIH - AKHIR,Moca,122,0,2023-01,0,0
2023-01-10,SHIFTPUTIH - AKHIR,Original (Putih),75,0,2023-01,0,0
2023-01-10,SHIFTPUTIH - AKHIR,Strawberry,100,0,2023-01,0,0
2023-01-10,SHIFTPUTIH - AWAL,Coklat,189,0,2023-01,0,0
2023-01-10,SHIFTPUTIH - AWAL,Moca,137,0,2023-01,0,0
2023-01-10,SHIFTPUTIH - AWAL,Original (Putih),111,0,2023-01,0,0
2023-01-10,SHIFTPUTIH - AWAL,Strawberry,72,0,2023-01,0,0
2023-01-11,SHIFT1 - AKHIR,Coklat,486,0,2023-01,0,0
2023-01-11,SHIFT1 - AKHIR,Moca,203,0,2023-01,0,0
2023-01-11,SHIFT1 - AKHIR,Original (Putih),137,0,2023-01,0,0
2023-01-11,SHIFT1 - AKHIR,Strawberry,265,0,2023-01,0,0
2023-01-11,SHIFT1 - AWAL,Coklat,454,0,2023-01,0,0
2023-01-11,SHIFT1 - AWAL,Moca,195,0,2023-01,0,0
2023-01-11,SHIFT1 - AWAL,Original (Putih),173,0,2023-01,0,0
2023-01-11,SHIFT1 - AWAL,Strawberry,210,0,2023-01,0,0
2023-01-11,SHIFT2 - AKHIR,Coklat,72,0,2023-01,0,0
2023-01-11,SHIFT2 - AKHIR,Moca,37,0,2023-01,0,0
2023-01-11,SHIFT2 - AKHIR,Original (Putih),30,0,2023-01,0,0
2023-01-11,SHIFT2 - AKHIR,Strawberry,34,0,2023-01,0,0
2023-01-11,SHIFT2 - AWAL,Coklat,26,0,2023-01,0,0
2023-01-11,SHIFT2 - AWAL,Moca,4,0,2023-01,0,0
2023-01-11,SHIFT2 - AWAL,Original (Putih),1,0,2023-01,0,0
2023-01-11,SHIFT2 - AWAL,Strawberry,9,0,2023-01,0,0
2023-01-11,SHIFT3 - AKHIR,Coklat,57,0,2023-01,0,0
2023-01-11,SHIFT3 - AKHIR,Moca,23,0,2023-01,0,0
2023-01-11,SHIFT3 - AKHIR,Original (Putih),14,0,2023-01,0,0
2023-01-11,SHIFT3 - AKHIR,Strawberry,28,0,2023-01,0,0
2023-01-11,SHIFT3 - AWAL,Coklat,18,0,2023-01,0,0
2023-01-11,SHIFT3 - AWAL,Moca,5,0,2023-01,0,0
2023-01-11,SHIFT3 - AWAL,Original (Putih),1,0,2023-01,0,0
2023-01-11,SHIFT3 - AWAL,Strawberry,2,0,2023-01,0,0
2023-01-11,SHIFTPUTIH - AKHIR,Coklat,196,0,2023-01,0,0
2023-01-11,SHIFTPUTIH - AKHIR,Moca,128,0,2023-01,0,0
2023-01-11,SHIFTPUTIH - AKHIR,Original (Putih),40,0,2023-01,0,0
2023-01-11,SHIFTPUTIH - AKHIR,Strawberry,138,0,2023-01,0,0
2023-01-11,SHIFTPUTIH - AWAL,Coklat,262,0,2023-01,0,0
2023-01-11,SHIFTPUTIH - AWAL,Moca,112,0,2023-01,0,0
2023-01-11,SHIFTPUTIH - AWAL,Original (Putih),77,0,2023-01,0,0
2023-01-11,SHIFTPUTIH - AWAL,Strawberry,90,0,2023-01,0,0
2023-01-12,SHIFT1 - AKHIR,Coklat,571,0,2023-01,0,0
2023-01-12,SHIFT1 - AKHIR,Moca,219,0,2023-01,0,0
2023-01-12,SHIFT1 - AKHIR,Original (Putih),111,0,2023-01,0,0
2023-01-12,SHIFT1 - AKHIR,Strawberry,187,0,2023-01,0,0
2023-01-12,SHIFT1 - AWAL,Coklat,459,0,2023-01,0,0
2023-01-12,SHIFT1 - AWAL,Moca,246,0,2023-01,0,0
2023-01-12,SHIFT1 - AWAL,Original (Putih),140,0,2023-01,0,0
2023-01-12,SHIFT1 - AWAL,Strawberry,112,0,2023-01,0,0
2023-01-12,SHIFT2 - AKHIR,Coklat,107,0,2023-01,0,0
2023-01-12,SHIFT2 - AKHIR,Moca,40,0,2023-01,0,0
2023-01-12,SHIFT2 - AKHIR,Original (Putih),13,0,2023-01,0,0
2023-01-12,SHIFT2 - AKHIR,Strawberry,8,0,2023-01,0,0
2023-01-12,SHIFT2 - AWAL,Coklat,22,0,2023-01,0,0
2023-01-12,SHIFT2 - AWAL,Moca,8,0,2023-01,0,0
2023-01-12,SHIFT2 - AWAL,Original (Putih),2,0,2023-01,0,0
2023-01-12,SHIFT2 - AWAL,Strawberry,0,0,2023-01,0,0
2023-01-12,SHIFT3 - AKHIR,Coklat,64,0,2023-01,0,0
2023-01-12,SHIFT3 - AKHIR,Moca,24,0,2023-01,0,0
2023-01-12,SHIFT3 - AKHIR,Original (Putih),6,0,2023-01,0,0
2023-01-12,SHIFT3 - AKHIR,Strawberry,10,0,2023-01,0,0
2023-01-12,SHIFT3 - AWAL,Coklat,10,0,2023-01,0,0
2023-01-12,SHIFT3 - AWAL,Moca,10,0,2023-01,0,0
2023-01-12,SHIFT3 - AWAL,Original (Putih),1,0,2023-01,0,0
2023-01-12,SHIFT3 - AWAL,Strawberry,5,0,2023-01,0,0
2023-01-12,SHIFTPUTIH - AKHIR,Coklat,266,0,2023-01,0,0
2023-01-12,SHIFTPUTIH - AKHIR,Moca,121,0,2023-01,0,0
2023-01-12,SHIFTPUTIH - AKHIR,Original (Putih),19,0,2023-01,0,0
2023-01-12,SHIFTPUTIH - AKHIR,Strawberry,119,0,2023-01,0,0
2023-01-12,SHIFTPUTIH - AWAL,Coklat,307,0,2023-01,0,0
2023-01-12,SHIFTPUTIH - AWAL,Moca,123,0,2023-01,0,0
2023-01-12,SHIFTPUTIH - AWAL,Original (Putih),30,0,2023-01,0,0
2023-01-12,SHIFTPUTIH - AWAL,Strawberry,90,0,2023-01,0,0
2023-01-13,SHIFT1 - AKHIR,Coklat,643,0,2023-01,0,0
2023-01-13,SHIFT1 - AKHIR,Moca,131,0,2023-01,0,0
2023-01-13,SHIFT1 - AKHIR,Original (Putih),115,0,2023-01,0,0
2023-01-13,SHIFT1 - AKHIR,Strawberry,180,0,2023-01,0,0
2023-01-13,SHIFT1 - AWAL,Coklat,687,0,2023-01,0,0
2023-01-13,SHIFT1 - AWAL,Moca,132,0,2023-01,0,0
2023-01-13,SHIFT1 - AWAL,Original (Putih),82,0,2023-01,0,0
2023-01-13,SHIFT1 - AWAL,Strawberry,97,0,2023-01,0,0
2023-01-13,SHIFT2 - AKHIR,Coklat,117,0,2023-01,0,0
2023-01-13,SHIFT2 - AKHIR,Moca,24,0,2023-01,0,0
2023-01-13,SHIFT2 - AKHIR,Original (Putih),25,0,2023-01,0,0
2023-01-13,SHIFT2 - AKHIR,Strawberry,3,0,2023-01,0,0
2023-01-13,SHIFT2 - AWAL,Coklat,23,0,2023-01,0,0
2023-01-13,SHIFT2 - AWAL,Moca,4,0,2023-01,0,0
2023-01-13,SHIFT2 - AWAL,Original (Putih),7,0,2023-01,0,0
2023-01-13,SHIFT2 - AWAL,Strawberry,1,0,2023-01,0,0
2023-01-13,SHIFT3 - AKHIR,Coklat,64,0,2023-01,0,0
2023-01-13,SHIFT3 - AKHIR,Moca,15,0,2023-01,0,0
2023-01-13,SHIFT3 - AKHIR,Original (Putih),15,0,2023-01,0,0
2023-01-13,SHIFT3 - AKHIR,Strawberry,32,0,2023-01,0,0
2023-01-13,SHIFT3 - AWAL,Coklat,10,0,2023-01,0,0
2023-01-13,SHIFT3 - AWAL,Moca,3,0,2023-01,0,0
2023-01-13,SHIFT3 - AWAL,Original (Putih),4,0,2023-01,0,0
2023-01-13,SHIFT3 - AWAL,Strawberry,6,0,2023-01,0,0
2023-01-13,SHIFTPUTIH - AKHIR,Coklat,276,0,2023-01,0,0
2023-01-13,SHIFTPUTIH - AKHIR,Moca,93,0,2023-01,0,0
2023-01-13,SHIFTPUTIH - AKHIR,Original (Putih),49,0,2023-01,0,0
2023-01-13,SHIFTPUTIH - AKHIR,Strawberry,122,0,2023-01,0,0
2023-01-13,SHIFTPUTIH - AWAL,Coklat,318,0,2023-01,0,0
2023-01-13,SHIFTPUTIH - AWAL,Moca,70,0,2023-01,0,0
