period,demand,n_days,ramadan_days,holiday_days,weekend_days,period_ts,holiday_weekday_days,year,month,quarter,ramadan_pct,holiday_pct,weekend_pct,working_days,month_idx,var_Coklat,var_Moca,var_Original (Putih),var_Strawberry,month_sin,month_cos,variant,lag_1m,lag_2m,lag_3m,rolling_avg_3m,growth_rate,share_pct,share_lag_1m,share_change,total_demand_lag_1m,lag_12m,share_peak_sm,share_min_sm,share_mean_sm,share_range_sm,demand_peak_sm,demand_mean_sm
2025-11,33805,30,0,0,10,2025-11-01,0.0,2025,11,4,0.0,0.0,0.3333333333333333,20.0,34,1,0,0,0,-0.5000000000000004,0.8660254037844384,Coklat,38048.0,36377.0,40093.0,38172.66666666666,-0.111517031118587,45.41729363714531,45.19408941891956,0.2232042182257529,84188.0,38475.0,47.9660404173887,43.75180684190803,45.85892362964836,4.2142335754806695,40862.0,39668.5
2025-12,36388,31,0,1,8,2025-12-01,1.0,2025,12,4,0.0,0.032258064516129,0.2580645161290322,22.0,35,1,0,0,0,-2.4492935982947064e-16,1.0,Coklat,33805.0,38048.0,36377.0,36076.66666666666,0.0764088152640141,46.757385348804334,45.41729363714531,1.3400917116590207,74432.0,39788.0,51.5562235986213,38.88026466471561,45.218244131668456,12.67595893390569,39788.0,35172.0
2023-04,982,30,21,3,10,2023-04-01,1.0,2023,4,2,0.7,0.1,0.3333333333333333,19.0,3,0,1,0,0,0.8660254037844387,-0.4999999999999998,Moca,11675.0,13095.0,14414.0,13061.333333333334,-0.9158886509635974,11.45189504373178,18.741171182740462,-7.289276139008686,62296.0,,,,,,,
2023-05,14337,31,0,2,8,2023-05-01,2.0,2023,5,2,0.0,0.064516129032258,0.2580645161290322,21.0,4,0,1,0,0,0.4999999999999999,-0.8660254037844387,Moca,982.0,11675.0,13095.0,8584.0,13.59979633401222,15.329591018444264,11.45189504373178,3.877695974712486,8575.0,,,,,,,
2023-06,13214,30,0,3,8,2023-06-01,2.0,2023,6,2,0.0,0.1,0.2666666666666666,20.0,5,0,1,0,0,1.2246467991473532e-16,-1.0,Moca,14337.0,982.0,11675.0,8998.0,-0.0783287996094022,15.053028490710046,15.329591018444264,-0.2765625277342192,93525.0,,,,,,,
2023-07,14285,31,0,1,10,2023-07-01,1.0,2023,7,3,0.0,0.032258064516129,0.3225806451612903,20.0,6,0,1,0,0,-0.4999999999999997,-0.8660254037844388,Moca,13214.0,14337.0,982.0,9511.0,0.0810504010897532,15.742955068933975,15.053028490710046,0.689926578223929,87783.0,,,,,,,
2023-08,16785,31,0,1,8,2023-08-01,1.0,2023,8,3,0.0,0.032258064516129,0.2580645161290322,22.0,7,0,1,0,0,-0.8660254037844385,-0.5000000000000004,Moca,14285.0,13214.0,14337.0,13945.333333333334,0.1750087504375219,17.30198325980291,15.742955068933975,1.5590281908689343,90739.0,,,,,,,
2023-09,16531,30,0,1,9,2023-09-01,1.0,2023,9,3,0.0,0.0333333333333333,0.3,20.0,8,0,1,0,0,-1.0,-1.8369701987210294e-16,Moca,16785.0,14285.0,13214.0,14761.333333333334,-0.0151325588322906,17.876569377007343,17.30198325980291,0.5745861172044329,97012.0,,,,,,,
2023-10,14449,31,0,0,9,2023-10-01,0.0,2023,10,4,0.0,0.0,0.2903225806451613,22.0,9,0,1,0,0,-0.8660254037844386,0.5000000000000001,Moca,16531.0,16785.0,14285.0,15867.0,-0.1259451938781682,15.528878189282722,17.876569377007343,-2.347691187724621,92473.0,,,,,,,
2023-11,12831,30,0,0,8,2023-11-01,0.0,2023,11,4,0.0,0.0,0.2666666666666666,22.0,10,0,1,0,0,-0.5000000000000004,0.8660254037844384,Moca,14449.0,16531.0,16785.0,15921.666666666666,-0.111980067824763,13.738422827774508,15.528878189282722,-1.790455361508215,93046.0,,,,,,,
2023-12,13078,31,0,1,10,2023-12-01,1.0,2023,12,4,0.0,0.032258064516129,0.3225806451612903,20.0,11,0,1,0,0,-2.4492935982947064e-16,1.0,Moca,12831.0,14449.0,16531.0,14603.666666666666,0.0192502532928064,16.640793994146836,13.738422827774508,2.9023711663723297,93395.0,,,,,,,
2024-01,11727,31,0,1,8,2024-01-01,1.0,2024,1,1,0.0,0.032258064516129,0.2580645161290322,22.0,12,0,1,0,0,0.4999999999999999,0.8660254037844387,Moca,13078.0,12831.0,14449.0,13452.666666666666,-0.103303257378804,13.13714068066229,16.640793994146836,-3.5036533134845467,78590.0,14414.0,17.82476967785816,17.82476967785816,17.82476967785816,0.0,14414.0,14414.0
2024-02,14035,29,0,3,8,2024-02-01,2.0,2024,2,1,0.0,0.1034482758620689,0.2758620689655172,19.0,13,0,1,0,0,0.8660254037844386,0.5000000000000001,Moca,11727.0,13078.0,12831.0,12545.333333333334,0.1968107785452375,17.533230061962822,13.13714068066229,4.396089381300532,89266.0,13095.0,16.565255341488406,16.565255341488406,16.565255341488406,0.0,13095.0,13095.0
2024-03,4615,31,21,3,10,2024-03-01,2.0,2024,3,1,0.6774193548387096,0.0967741935483871,0.3225806451612903,19.0,14,0,1,0,0,1.0,6.123233995736766e-17,Moca,14035.0,11727.0,13078.0,12946.666666666666,-0.6711791948699679,17.403273248359604,17.533230061962822,-0.1299568136032185,80048.0,11675.0,18.741171182740462,18.741171182740462,18.741171182740462,0.0,11675.0,11675.0
2024-04,7072,30,9,2,8,2024-04-01,2.0,2024,4,2,0.3,0.0666666666666666,0.2666666666666666,20.0,15,0,1,0,0,0.8660254037844387,-0.4999999999999998,Moca,4615.0,14035.0,11727.0,10125.666666666666,0.532394366197183,17.00858606508093,17.403273248359604,-0.3946871832786733,26518.0,982.0,11.45189504373178,11.45189504373178,11.45189504373178,0.0,982.0,982.0
2024-05,14399,31,0,3,8,2024-05-01,3.0,2024,5,2,0.0,0.0967741935483871,0.2580645161290322,20.0,16,0,1,0,0,0.4999999999999999,-0.8660254037844387,Moca,7072.0,4615.0,14035.0,8574.0,1.0360576923076923,17.129635137225044,17.00858606508093,0.1210490721441139,41579.0,14337.0,15.329591018444264,15.329591018444264,15.329591018444264,0.0,14337.0,14337.0
2024-06,13495,30,0,2,10,2024-06-01,1.0,2024,6,2,0.0,0.0666666666666666,0.3333333333333333,19.0,17,0,1,0,0,1.2246467991473532e-16,-1.0,Moca,14399.0,7072.0,4615.0,8695.333333333334,-0.0627821376484477,16.965879661059567,17.129635137225044,-0.1637554761654769,84059.0,13214.0,15.053028490710046,15.053028490710046,15.053028490710046,0.0,13214.0,13214.0
2024-07,15194,31,0,1,8,2024-07-01,0.0,2024,7,3,0.0,0.032258064516129,0.2580645161290322,23.0,18,0,1,0,0,-0.4999999999999997,-0.8660254037844388,Moca,13495.0,14399.0,7072.0,11655.333333333334,0.1258984809188588,16.925853310756615,16.965879661059567,-0.040026350302952,79542.0,14285.0,15.742955068933975,15.742955068933975,15.742955068933975,0.0,14285.0,14285.0
2024-08,12940,31,0,1,9,2024-08-01,0.0,2024,8,3,0.0,0.032258064516129,0.2903225806451613,22.0,19,0,1,0,0,-0.8660254037844385,-0.5000000000000004,Moca,15194.0,13495.0,14399.0,14362.666666666666,-0.1483480321179413,13.841348622283071,16.925853310756615,-3.084504688473542,89768.0,16785.0,17.30198325980291,17.30198325980291,17.30198325980291,0.0,16785.0,16785.0
2024-09,13511,30,0,1,9,2024-09-01,1.0,2024,9,3,0.0,0.0333333333333333,0.3,20.0,20,0,1,0,0,-1.0,-1.8369701987210294e-16,Moca,12940.0,15194.0,13495.0,13876.333333333334,0.0441267387944359,15.981405691845474,13.841348622283071,2.140057069562401,93488.0,16531.0,17.876569377007343,17.876569377007343,17.876569377007343,0.0,16531.0,16531.0
2024-10,13155,31,0,0,8,2024-10-01,0.0,2024,10,4,0.0,0.0,0.2580645161290322,23.0,21,0,1,0,0,-0.8660254037844386,0.5000000000000001,Moca,13511.0,12940.0,15194.0,13881.666666666666,-0.0263489008955666,14.324447928916763,15.981405691845474,-1.6569577629287089,84542.0,14449.0,15.528878189282722,15.528878189282722,15.528878189282722,0.0,14449.0,14449.0
2024-11,12769,30,0,1,9,2024-11-01,1.0,2024,11,4,0.0,0.0333333333333333,0.3,20.0,22,0,1,0,0,-0.5000000000000004,0.8660254037844384,Moca,13155.0,13511.0,12940.0,13202.0,-0.0293424553401748,15.918866019223818,14.324447928916763,1.5944180903070535,91836.0,12831.0,13.738422827774508,13.738422827774508,13.738422827774508,0.0,12831.0,12831.0
2024-12,12472,31,0,1,9,2024-12-01,1.0,2024,12,4,0.0,0.032258064516129,0.2903225806451613,21.0,23,0,1,0,0,-2.4492935982947064e-16,1.0,Moca,12769.0,13155.0,13511.0,13145.0,-0.0232594564962017,16.160883199004846,15.918866019223818,0.242017179781028,80213.0,13078.0,16.640793994146836,16.640793994146836,16.640793994146836,0.0,13078.0,13078.0
2025-01,12891,31,0,3,8,2025-01-01,3.0,2025,1,1,0.0,0.0967741935483871,0.2580645161290322,20.0,24,0,1,0,0,0.4999999999999999,0.8660254037844387,Moca,12472.0,12769.0,13155.0,12798.666666666666,0.0335952533675432,16.414964600417665,16.160883199004846,0.2540814014128187,77174.0,11727.0,17.82476967785816,13.13714068066229,15.480955179260224,4.687628997195871,14414.0,13070.5
2025-02,13988,28,1,0,8,2025-02-01,0.0,2025,2,1,0.0357142857142857,0.0,0.2857142857142857,20.0,25,0,1,0,0,0.8660254037844386,0.5000000000000001,Moca,12891.0,12472.0,12769.0,12710.666666666666,0.0850981304786284,17.343864304224375,16.414964600417665,0.9288997038067102,78532.0,14035.0,17.533230061962822,16.565255341488406,17.049242701725614,0.967974720474416,14035.0,13565.0
2025-03,0,31,30,2,10,2025-03-01,1.0,2025,3,1,0.967741935483871,0.064516129032258,0.3225806451612903,20.0,26,0,1,0,0,1.0,6.123233995736766e-17,Moca,13988.0,12891.0,12472.0,13117.0,-1.0,0.0,17.343864304224375,-17.343864304224375,80651.0,4615.0,18.741171182740462,17.403273248359604,18.072222215550035,1.3378979343808624,11675.0,8145.0
2025-04,9596,30,0,3,8,2025-04-01,2.0,2025,4,2,0.0,0.1,0.2666666666666666,20.0,27,0,1,0,0,0.8660254037844387,-0.4999999999999998,Moca,0.0,13988.0,12891.0,8959.666666666666,0.0,15.38165614080082,0.0,15.38165614080082,37.0,7072.0,17.00858606508093,11.45189504373178,14.230240554406354,5.556691021349151,7072.0,4027.0
2025-05,9911,31,0,3,9,2025-05-01,3.0,2025,5,2,0.0,0.0967741935483871,0.2903225806451613,19.0,28,0,1,0,0,0.4999999999999999,-0.8660254037844387,Moca,9596.0,0.0,13988.0,7861.333333333333,0.032826177573989,14.426701989839737,15.38165614080082,-0.9549541509610844,62386.0,14399.0,17.129635137225044,15.329591018444264,16.229613077834657,1.8000441187807787,14399.0,14368.0
2025-06,9453,30,0,3,9,2025-06-01,2.0,2025,6,2,0.0,0.1,0.3,19.0,29,0,1,0,0,1.2246467991473532e-16,-1.0,Moca,9911.0,9596.0,0.0,6502.333333333333,-0.0462112803955201,15.027661198016023,14.426701989839737,0.6009592081762882,68699.0,13495.0,16.965879661059567,15.053028490710046,16.009454075884808,1.912851170349521,13495.0,13354.5
2025-07,13784,31,0,0,8,2025-07-01,0.0,2025,7,3,0.0,0.0,0.2580645161290322,23.0,30,0,1,0,0,-0.4999999999999997,-0.8660254037844388,Moca,9453.0,9911.0,9596.0,9653.333333333334,0.4581614302337882,16.6443277184085,15.027661198016023,1.616666520392478,62904.0,15194.0,16.925853310756615,15.742955068933975,16.334404189845294,1.18289824182264,15194.0,14739.5
2025-08,11153,31,0,1,10,2025-08-01,0.0,2025,8,3,0.0,0.032258064516129,0.3225806451612903,21.0,31,0,1,0,0,-0.8660254037844385,-0.5000000000000004,Moca,13784.0,9453.0,9911.0,11049.333333333334,-0.1908734764944863,13.481529832704767,16.6443277184085,-3.1627978857037338,82815.0,12940.0,17.30198325980291,13.841348622283071,15.57166594104299,3.4606346375198367,16785.0,14862.5
2025-09,12753,30,0,1,8,2025-09-01,1.0,2025,9,3,0.0,0.0333333333333333,0.2666666666666666,21.0,32,0,1,0,0,-1.0,-1.8369701987210294e-16,Moca,11153.0,13784.0,9453.0,11463.333333333334,0.1434591589706806,16.05322121799552,13.481529832704767,2.571691385290753,82728.0,13511.0,17.876569377007343,15.981405691845474,16.92898753442641,1.8951636851618687,16531.0,15021.0
2025-10,12725,31,0,0,8,2025-10-01,0.0,2025,10,4,0.0,0.0,0.2580645161290322,23.0,33,0,1,0,0,-0.8660254037844386,0.5000000000000001,Moca,12753.0,11153.0,13784.0,12563.333333333334,-0.0021955618285893,15.114980757352592,16.05322121799552,-0.9382404606429288,79442.0,13155.0,15.528878189282722,14.324447928916763,14.926663059099743,1.204430260365957,14449.0,13802.0
2025-11,11656,30,0,0,10,2025-11-01,0.0,2025,11,4,0.0,0.0,0.3333333333333333,20.0,34,0,1,0,0,-0.5000000000000004,0.8660254037844384,Moca,12725.0,12753.0,11153.0,12210.333333333334,-0.0840078585461689,15.659931212381773,15.114980757352592,0.5449504550291806,84188.0,12769.0,15.918866019223818,13.738422827774508,14.828644423499163,2.180443191449312,12831.0,12800.0
2025-12,11795,31,0,1,8,2025-12-01,1.0,2025,12,4,0.0,0.032258064516129,0.2580645161290322,22.0,35,0,1,0,0,-2.4492935982947064e-16,1.0,Moca,11656.0,12725.0,12753.0,12378.0,0.0119251887439946,15.156187759402748,15.659931212381773,-0.503743452979025,74432.0,12472.0,16.640793994146836,16.160883199004846,16.40083859657584,0.4799107951419898,13078.0,12775.0
2023-04,1545,30,21,3,10,2023-04-01,1.0,2023,4,2,0.7,0.1,0.3333333333333333,19.0,3,0,0,1,0,0.8660254037844387,-0.4999999999999998,Original (Putih),9456.0,10686.0,11566.0,10569.333333333334,-0.8366116751269035,18.017492711370263,15.179144728393476,2.838347982976787,62296.0,,,,,,,
2023-05,14069,31,0,2,8,2023-05-01,2.0,2023,5,2,0.0,0.064516129032258,0.2580645161290322,21.0,4,0,0,1,0,0.4999999999999999,-0.8660254037844387,Original (Putih),1545.0,9456.0,10686.0,7229.0,8.106148867313916,15.043036621224273,18.017492711370263,-2.974456090145992,8575.0,,,,,,,
2023-06,12809,30,0,3,8,2023-06-01,2.0,2023,6,2,0.0,0.1,0.2666666666666666,20.0,5,0,0,1,0,1.2246467991473532e-16,-1.0,Original (Putih),14069.0,1545.0,9456.0,8356.666666666666,-0.0895586040230294,14.59166353394165,15.043036621224273,-0.4513730872826205,93525.0,,,,,,,
2023-07,13248,31,0,1,10,2023-07-01,1.0,2023,7,3,0.0,0.032258064516129,0.3225806451612903,20.0,6,0,0,1,0,-0.4999999999999997,-0.8660254037844388,Original (Putih),12809.0,14069.0,1545.0,9474.333333333334,0.0342727769537043,14.60011681856754,14.59166353394165,0.0084532846258902,87783.0,,,,,,,
2023-08,16075,31,0,1,8,2023-08-01,1.0,2023,8,3,0.0,0.032258064516129,0.2580645161290322,22.0,7,0,0,1,0,-0.8660254037844385,-0.5000000000000004,Original (Putih),13248.0,12809.0,14069.0,13375.333333333334,0.2133907004830917,16.570115037314974,14.60011681856754,1.969998218747433,90739.0,,,,,,,
2023-09,15439,30,0,1,9,2023-09-01,1.0,2023,9,3,0.0,0.0333333333333333,0.3,20.0,8,0,0,1,0,-1.0,-1.8369701987210294e-16,Original (Putih),16075.0,13248.0,12809.0,14044.0,-0.0395645412130637,16.695684145642513,16.570115037314974,0.1255691083275394,97012.0,,,,,,,
2023-10,16302,31,0,0,9,2023-10-01,0.0,2023,10,4,0.0,0.0,0.2903225806451613,22.0,9,0,0,1,0,-0.8660254037844386,0.5000000000000001,Original (Putih),15439.0,16075.0,13248.0,14920.666666666666,0.0558974026815208,17.52036627044688,16.695684145642513,0.8246821248043652,92473.0,,,,,,,
